id_venta,fecha,id_cliente,id_producto,cantidad,metodo_pago,descuento
2389,2025-03-16 19:00:00,128,61,1,Tarjeta,0
2390,2025-09-16 22:00:00,300,31,3,Efectivo,15
2391,2025-09-05 02:00:00,372,8,2,Cheque regalo,0
2392,2025-11-11 10:00:00,361,139,1,Efectivo,5
2393,2025-12-01 09:00:00,238,9,2,Tarjeta,0
2394,2025-08-08 23:00:00,467,38,3,Tarjeta,0
2395,2025-02-12 12:00:00,324,21,2,Tarjeta,5
2396,2025-12-22 00:00:00,28,99,2,Bizum,0
2397,2025-05-19 21:00:00,473,148,1,Efectivo,0
2398,2025-03-28 18:00:00,283,77,5,Tarjeta,10
2399,2025-09-07 06:00:00,459,57,2,Tarjeta,15
2400,2025-04-23 18:00:00,336,91,2,Tarjeta,10
2401,2025-07-29 00:00:00,172,109,2,Tarjeta,10
2402,2025-02-13 08:00:00,370,98,1,Tarjeta,0
2403,2025-12-06 12:00:00,378,62,3,Tarjeta,0
2404,2025-06-05 06:00:00,347,109,2,Tarjeta,0
2405,2025-08-15 15:00:00,340,117,3,Tarjeta,0
2406,2025-04-20 07:00:00,191,63,4,Tarjeta,0
2407,2025-05-01 15:00:00,373,88,3,Tarjeta,5
2408,2025-01-13 12:00:00,430,78,3,Tarjeta,15
2409,2025-01-04 10:00:00,129,26,4,Tarjeta,15
2410,2025-05-09 12:00:00,318,13,2,Tarjeta,0
2411,2025-11-22 16:00:00,318,17,3,Tarjeta,0
2412,2025-08-05 13:00:00,374,122,3,Bizum,5
2413,2025-11-13 11:00:00,320,116,1,Efectivo,20
2414,2025-04-23 06:00:00,298,139,1,Cheque regalo,0
2415,2025-10-25 01:00:00,269,53,4,Tarjeta,0
2416,2025-11-01 20:00:00,369,59,2,Tarjeta,0
2417,2025-07-27 11:00:00,304,129,2,Tarjeta,0
2418,2025-01-02 19:00:00,332,81,3,Bizum,0
2419,2025-04-01 10:00:00,150,148,2,Cheque regalo,0
2420,2025-05-03 11:00:00,473,132,4,Tarjeta,15
2421,2025-09-03 00:00:00,418,38,2,Tarjeta,0
2422,2025-08-07 15:00:00,343,111,4,Tarjeta,0
2423,2025-03-16 01:00:00,363,21,3,Tarjeta,0
2424,2025-12-22 07:00:00,255,103,2,Tarjeta,5
2425,2025-06-23 14:00:00,386,86,1,Efectivo,5
2426,2025-02-13 14:00:00,160,143,2,Tarjeta,0
2427,2025-11-01 04:00:00,73,108,4,Tarjeta,5
2428,2025-01-21 20:00:00,473,19,2,Tarjeta,0
2429,2025-06-13 20:00:00,403,92,2,Efectivo,0
2430,2025-12-01 01:00:00,484,25,3,Bizum,5
2431,2025-01-22 00:00:00,378,7,2,Bizum,0
2432,2025-10-18 10:00:00,292,7,3,Tarjeta,5
2433,2025-06-17 04:00:00,407,37,1,Bizum,0
2434,2025-04-07 12:00:00,498,18,1,Tarjeta,0
2435,2025-11-27 11:00:00,30,14,1,Bizum,0
2436,2025-10-29 04:00:00,182,100,2,Bizum,5
2437,2025-03-09 20:00:00,280,78,2,Tarjeta,0
2438,2025-05-11 19:00:00,401,43,3,Bizum,0
2439,2025-08-27 13:00:00,196,28,1,Tarjeta,0
2440,2025-06-19 19:00:00,475,25,3,Tarjeta,0
2441,2025-10-22 16:00:00,260,142,4,Tarjeta,0
2442,2025-10-02 10:00:00,463,76,1,Bizum,5
2443,2025-06-12 00:00:00,480,98,1,Tarjeta,5
2444,2025-11-12 06:00:00,214,136,1,Bizum,0
2445,2025-03-06 18:00:00,41,150,1,Bizum,0
2446,2025-04-23 15:00:00,463,141,2,Tarjeta,0
2447,2025-01-02 14:00:00,66,91,2,Bizum,5
2448,2025-06-04 13:00:00,255,88,2,Bizum,0
2449,2025-09-17 22:00:00,347,121,2,Efectivo,5
2450,2025-09-12 04:00:00,146,52,1,Tarjeta,0
2451,2025-09-17 19:00:00,187,140,1,Cheque regalo,0
2452,2025-08-15 18:00:00,147,47,2,Tarjeta,0
2453,2025-11-27 19:00:00,388,14,2,Tarjeta,0
2454,2025-02-15 18:00:00,5,81,2,Tarjeta,5
2455,2025-06-27 23:00:00,383,53,1,Tarjeta,15
2456,2025-08-02 04:00:00,150,100,1,Tarjeta,0
2457,2025-12-20 07:00:00,76,81,2,Bizum,20
2458,2025-10-17 13:00:00,457,121,3,Tarjeta,5
2459,2025-02-12 12:00:00,282,36,3,Efectivo,10
2460,2025-12-14 09:00:00,401,107,3,Tarjeta,0
2461,2025-04-29 14:00:00,255,7,2,Tarjeta,0
2462,2025-03-23 03:00:00,477,93,1,Tarjeta,0
2463,2025-08-16 21:00:00,276,67,3,Tarjeta,0
2464,2025-05-05 15:00:00,306,113,2,Bizum,0
2465,2025-08-14 07:00:00,431,34,2,Tarjeta,10
2466,2025-05-29 06:00:00,255,141,3,Bizum,5
2467,2025-09-14 18:00:00,82,94,2,Tarjeta,0
2468,2025-05-22 08:00:00,50,100,2,Tarjeta,15
2469,2025-12-23 12:00:00,1,22,2,Bizum,0
2470,2025-10-17 05:00:00,176,110,2,Tarjeta,5
2471,2025-08-14 06:00:00,190,105,2,Bizum,10
2472,2025-10-07 23:00:00,482,37,4,Tarjeta,0
2473,2025-05-14 09:00:00,173,104,1,Tarjeta,0
2474,2025-10-09 11:00:00,101,103,2,Bizum,0
2475,2025-11-27 10:00:00,165,126,1,Bizum,5
2476,2025-11-15 03:00:00,234,36,2,Efectivo,0
2477,2025-08-13 23:00:00,222,3,1,Bizum,15
2478,2025-03-20 01:00:00,48,38,3,Efectivo,0
2479,2025-10-14 16:00:00,299,48,1,Efectivo,0
2480,2025-02-05 22:00:00,86,134,1,Bizum,0
2481,2025-12-11 03:00:00,393,48,3,Efectivo,0
2482,2025-02-27 14:00:00,223,47,1,Tarjeta,0
2483,2025-09-10 15:00:00,58,110,3,Tarjeta,5
2484,2025-12-06 03:00:00,72,36,4,Cheque regalo,5
2485,2025-01-06 04:00:00,54,136,3,Tarjeta,20
2486,2025-02-03 22:00:00,418,142,1,Bizum,10
2487,2025-07-12 20:00:00,366,130,3,Efectivo,10
2488,2025-10-02 13:00:00,209,100,1,Tarjeta,0
2489,2025-10-02 19:00:00,475,116,2,Bizum,5
2490,2025-04-02 08:00:00,417,106,2,Bizum,0
2491,2025-12-29 16:00:00,361,21,1,Tarjeta,5
2492,2025-02-23 07:00:00,72,40,3,Tarjeta,0
2493,2025-10-29 04:00:00,176,50,3,Cheque regalo,5
2494,2025-06-10 23:00:00,343,8,1,Tarjeta,0
2495,2025-01-02 12:00:00,190,139,2,Efectivo,0
2496,2025-04-21 15:00:00,273,53,4,Tarjeta,5
2497,2025-08-24 08:00:00,292,88,1,Tarjeta,0
2498,2025-01-24 19:00:00,89,70,3,Tarjeta,0
2499,2025-01-08 02:00:00,310,146,1,Bizum,0
2500,2025-01-25 23:00:00,165,40,2,Tarjeta,0
2501,2025-08-05 09:00:00,129,22,1,Tarjeta,10
2502,2025-03-18 03:00:00,298,78,2,Bizum,0
2503,2025-05-28 09:00:00,411,108,3,Tarjeta,0
2504,2025-03-29 01:00:00,215,132,2,Bizum,0
2505,2025-10-15 05:00:00,73,139,2,Tarjeta,0
2506,2025-04-27 13:00:00,49,7,4,Tarjeta,0
2507,2025-12-02 06:00:00,342,38,1,Bizum,0
2508,2025-11-29 08:00:00,66,67,3,Tarjeta,0
2509,2025-02-11 18:00:00,196,50,3,Bizum,10
2510,2025-07-22 18:00:00,425,51,2,Tarjeta,0
2511,2025-01-02 07:00:00,469,28,4,Bizum,0
2512,2025-06-12 21:00:00,295,87,1,Bizum,10
2513,2025-03-01 06:00:00,124,20,3,Efectivo,0
2514,2025-12-27 10:00:00,169,88,3,Tarjeta,5
2515,2025-09-26 12:00:00,107,37,1,Tarjeta,15
2516,2025-12-26 03:00:00,494,104,3,Tarjeta,5
2517,2025-08-19 01:00:00,440,136,1,Tarjeta,0
2518,2025-10-31 06:00:00,158,124,1,Tarjeta,0
2519,2025-08-09 04:00:00,191,47,3,Tarjeta,10
2520,2025-11-27 20:00:00,107,44,2,Tarjeta,10
2521,2025-04-22 01:00:00,97,49,2,Bizum,5
2522,2025-09-15 12:00:00,64,91,1,Bizum,5
2523,2025-01-02 02:00:00,136,110,1,Tarjeta,0
2524,2025-11-01 03:00:00,48,117,3,Tarjeta,15
2525,2025-05-19 19:00:00,340,125,2,Tarjeta,0
2526,2025-10-30 14:00:00,461,80,1,Bizum,0
2527,2025-05-03 12:00:00,288,44,4,Cheque regalo,5
2528,2025-10-28 22:00:00,124,44,2,Efectivo,20
2529,2025-06-21 21:00:00,486,150,2,Bizum,0
2530,2025-11-09 00:00:00,491,52,2,Tarjeta,0
2531,2025-08-01 15:00:00,457,15,1,Bizum,15
2532,2025-10-14 22:00:00,260,124,1,Tarjeta,0
2533,2025-02-02 09:00:00,233,59,2,Tarjeta,15
2534,2025-11-28 23:00:00,360,46,4,Efectivo,0
2535,2025-04-22 09:00:00,459,61,3,Tarjeta,0
2536,2025-01-21 17:00:00,31,49,1,Tarjeta,0
2537,2025-04-10 10:00:00,149,44,1,Efectivo,5
2538,2025-10-29 18:00:00,75,112,1,Tarjeta,20
2539,2025-05-21 06:00:00,109,36,2,Tarjeta,0
2540,2025-03-31 01:00:00,176,82,1,Tarjeta,0
2541,2025-03-17 05:00:00,424,83,3,Efectivo,5
2542,2025-06-20 09:00:00,358,68,2,Tarjeta,0
2543,2025-08-18 19:00:00,362,8,1,Efectivo,0
2544,2025-04-21 00:00:00,440,50,2,Tarjeta,5
2545,2025-04-12 22:00:00,59,116,3,Bizum,5
2546,2025-08-20 22:00:00,158,143,1,Tarjeta,15
2547,2025-03-04 01:00:00,146,15,2,Tarjeta,0
2548,2025-05-04 10:00:00,102,136,2,Tarjeta,15
2549,2025-08-29 06:00:00,395,78,3,Tarjeta,0
2550,2025-05-28 04:00:00,263,60,2,Efectivo,0
2551,2025-10-23 05:00:00,131,86,4,Bizum,15
2552,2025-01-28 08:00:00,408,15,2,Cheque regalo,5
2553,2025-10-21 06:00:00,276,141,2,Tarjeta,20
2554,2025-01-05 14:00:00,161,35,3,Efectivo,0
2555,2025-03-08 20:00:00,399,30,3,Tarjeta,0
2556,2025-08-20 22:00:00,358,29,1,Tarjeta,0
2557,2025-06-21 09:00:00,435,112,3,Bizum,0
2558,2025-04-27 04:00:00,478,132,2,Cheque regalo,0
2559,2025-12-26 17:00:00,301,80,4,Tarjeta,15
2560,2025-06-23 23:00:00,487,116,3,Tarjeta,5
2561,2025-05-02 05:00:00,271,135,5,Efectivo,20
2562,2025-10-30 07:00:00,30,23,2,Tarjeta,0
2563,2025-07-12 08:00:00,69,143,2,Bizum,0
2564,2025-02-10 23:00:00,343,125,1,Efectivo,15
2565,2025-10-02 11:00:00,15,90,1,Cheque regalo,0
2566,2025-03-13 12:00:00,140,147,3,Tarjeta,0
2567,2025-04-29 17:00:00,218,113,2,Cheque regalo,0
2568,2025-01-03 11:00:00,302,96,2,Efectivo,0
2569,2025-01-24 06:00:00,451,22,3,Efectivo,20
2570,2025-06-17 14:00:00,417,27,2,Tarjeta,10
2571,2025-04-28 15:00:00,347,126,2,Bizum,0
2572,2025-06-10 06:00:00,176,55,4,Tarjeta,15
2573,2025-12-02 08:00:00,7,14,3,Tarjeta,0
2574,2025-10-25 03:00:00,12,102,2,Efectivo,0
2575,2025-06-11 04:00:00,288,135,1,Tarjeta,15
2576,2025-07-24 14:00:00,278,45,1,Efectivo,0
2577,2025-07-19 21:00:00,300,30,3,Tarjeta,20
2578,2025-06-07 23:00:00,322,129,3,Bizum,10
2579,2025-08-22 14:00:00,401,127,2,Tarjeta,0
2580,2025-05-11 15:00:00,139,74,2,Efectivo,15
2581,2025-11-10 08:00:00,84,23,1,Efectivo,0
2582,2025-12-13 19:00:00,455,117,2,Cheque regalo,0
2583,2025-12-20 12:00:00,30,109,2,Tarjeta,0
2584,2025-04-27 11:00:00,231,107,2,Bizum,0
2585,2025-09-17 05:00:00,71,86,3,Bizum,0
2586,2025-08-20 00:00:00,24,118,2,Tarjeta,0
2587,2025-10-10 22:00:00,431,73,3,Tarjeta,20
2588,2025-11-30 00:00:00,390,127,2,Bizum,0
2589,2025-07-30 04:00:00,250,13,2,Tarjeta,5
2590,2025-03-27 17:00:00,69,123,3,Tarjeta,0
2591,2025-12-16 11:00:00,8,77,2,Efectivo,0
2592,2025-02-13 03:00:00,86,127,2,Tarjeta,0
2593,2025-07-21 16:00:00,382,147,3,Tarjeta,0
2594,2025-08-09 00:00:00,227,141,2,Tarjeta,0
2595,2025-07-06 20:00:00,383,7,2,Tarjeta,10
2596,2025-11-16 05:00:00,295,28,1,Efectivo,0
2597,2025-06-10 08:00:00,445,123,3,Tarjeta,5
2598,2025-01-13 00:00:00,172,127,4,Tarjeta,10
2599,2025-06-28 02:00:00,363,40,3,Efectivo,0
2600,2025-04-15 12:00:00,354,85,1,Bizum,0
2601,2025-04-11 03:00:00,482,63,2,Efectivo,0
2602,2025-02-27 07:00:00,364,49,3,Bizum,0
2603,2025-03-31 20:00:00,337,99,1,Efectivo,5
2604,2025-07-17 03:00:00,211,129,2,Efectivo,0
2605,2025-09-08 22:00:00,457,3,1,Bizum,0
2606,2025-06-16 07:00:00,190,122,1,Efectivo,10
2607,2025-08-08 22:00:00,484,105,2,Tarjeta,0
2608,2025-03-13 12:00:00,5,150,1,Bizum,0
2609,2025-01-10 15:00:00,447,143,3,Bizum,0
2610,2025-06-05 21:00:00,382,27,4,Bizum,5
2611,2025-11-30 05:00:00,43,137,1,Tarjeta,0
2612,2025-07-15 10:00:00,220,62,1,Tarjeta,20
2613,2025-01-23 01:00:00,309,138,3,Tarjeta,5
2614,2025-01-27 19:00:00,6,61,2,Tarjeta,15
2615,2025-01-24 02:00:00,348,51,5,Bizum,0
2616,2025-07-10 08:00:00,443,112,3,Bizum,0
2617,2025-12-19 03:00:00,38,56,4,Bizum,0
2618,2025-11-06 07:00:00,91,26,1,Tarjeta,10
2619,2025-07-28 07:00:00,41,46,1,Efectivo,5
2620,2025-02-13 06:00:00,451,111,3,Tarjeta,5
2621,2025-09-01 18:00:00,77,120,1,Cheque regalo,0
2622,2025-11-22 18:00:00,210,7,2,Tarjeta,0
2623,2025-07-22 16:00:00,350,149,3,Bizum,0
2624,2025-02-08 12:00:00,301,51,3,Tarjeta,15
2625,2025-09-05 17:00:00,149,5,2,Bizum,5
2626,2025-11-08 15:00:00,384,56,2,Bizum,0
2627,2025-04-12 03:00:00,223,133,4,Bizum,0
2628,2025-08-07 04:00:00,320,39,4,Tarjeta,0
2629,2025-06-10 01:00:00,202,120,1,Efectivo,0
2630,2025-05-04 07:00:00,182,30,2,Tarjeta,10
2631,2025-11-27 09:00:00,351,35,1,Bizum,0
2632,2025-11-30 04:00:00,222,10,2,Tarjeta,10
2633,2025-02-01 16:00:00,182,26,3,Tarjeta,0
2634,2025-11-09 05:00:00,3,34,2,Tarjeta,5
2635,2025-07-24 20:00:00,96,137,2,Tarjeta,0
2636,2025-08-01 00:00:00,474,124,4,Tarjeta,5
2637,2025-09-12 05:00:00,455,150,2,Bizum,10
2638,2025-10-04 16:00:00,491,4,1,Bizum,0
2639,2025-08-14 02:00:00,96,12,2,Bizum,0
2640,2025-06-11 01:00:00,343,147,2,Tarjeta,0
2641,2025-05-13 19:00:00,84,112,2,Tarjeta,5
2642,2025-03-04 14:00:00,191,100,4,Tarjeta,5
2643,2025-03-28 06:00:00,226,7,3,Bizum,0
2644,2025-07-27 01:00:00,163,53,1,Bizum,0
2645,2025-03-25 22:00:00,335,107,2,Tarjeta,0
2646,2025-02-03 12:00:00,194,35,2,Bizum,5
2647,2025-11-18 22:00:00,185,13,1,Efectivo,0
2648,2025-09-17 14:00:00,57,98,1,Tarjeta,10
2649,2025-07-16 00:00:00,492,135,1,Tarjeta,0
2650,2025-02-14 19:00:00,297,17,3,Tarjeta,5
2651,2025-09-01 02:00:00,357,21,2,Tarjeta,0
2652,2025-12-11 01:00:00,245,26,2,Efectivo,10
2653,2025-08-11 06:00:00,11,2,2,Efectivo,5
2654,2025-01-01 14:00:00,308,32,1,Tarjeta,5
2655,2025-10-02 03:00:00,284,144,3,Bizum,0
2656,2025-06-11 00:00:00,78,12,2,Bizum,0
2657,2025-05-26 10:00:00,372,69,2,Tarjeta,0
2658,2025-04-23 16:00:00,31,33,2,Bizum,0
2659,2025-05-02 00:00:00,317,31,1,Tarjeta,20
2660,2025-06-01 22:00:00,348,23,3,Efectivo,0
2661,2025-05-25 07:00:00,249,63,3,Tarjeta,0
2662,2025-02-07 09:00:00,338,139,2,Bizum,15
2663,2025-08-17 19:00:00,415,137,3,Tarjeta,15
2664,2025-05-27 14:00:00,22,135,2,Tarjeta,5
2665,2025-06-05 07:00:00,235,92,2,Tarjeta,0
2666,2025-07-01 01:00:00,6,109,1,Tarjeta,0
2667,2025-11-17 04:00:00,132,81,3,Bizum,15
2668,2025-09-27 20:00:00,369,138,4,Bizum,5
2669,2025-12-12 18:00:00,55,11,3,Tarjeta,5
2670,2025-12-30 02:00:00,174,6,1,Tarjeta,0
2671,2025-04-28 07:00:00,180,75,3,Bizum,5
2672,2025-08-03 00:00:00,80,94,1,Efectivo,0
2673,2025-03-13 18:00:00,22,63,2,Tarjeta,0
2674,2025-10-30 23:00:00,371,140,2,Tarjeta,15
2675,2025-03-18 10:00:00,101,131,1,Tarjeta,0
2676,2025-05-08 07:00:00,211,55,2,Bizum,10
2677,2025-07-20 08:00:00,267,19,2,Efectivo,0
2678,2025-06-19 09:00:00,168,128,3,Tarjeta,0
2679,2025-05-07 02:00:00,294,87,2,Efectivo,0
2680,2025-01-10 02:00:00,201,126,2,Tarjeta,10
2681,2025-12-02 18:00:00,133,6,3,Tarjeta,5
2682,2025-06-18 05:00:00,263,48,4,Tarjeta,10
2683,2025-09-30 20:00:00,271,109,2,Cheque regalo,0
2684,2025-05-16 16:00:00,305,17,4,Tarjeta,0
2685,2025-11-02 06:00:00,263,26,1,Cheque regalo,0
2686,2025-05-31 20:00:00,283,71,1,Tarjeta,15
2687,2025-11-08 08:00:00,150,117,4,Tarjeta,0
2688,2025-05-02 06:00:00,41,76,2,Bizum,5
2689,2025-07-14 10:00:00,364,132,2,Bizum,0
2690,2025-01-03 02:00:00,405,17,4,Tarjeta,0
2691,2025-09-09 06:00:00,73,110,1,Tarjeta,5
2692,2025-10-19 16:00:00,170,22,2,Tarjeta,15
2693,2025-08-01 01:00:00,355,97,1,Tarjeta,0
2694,2025-01-28 02:00:00,169,105,4,Tarjeta,0
2695,2025-12-27 13:00:00,162,87,4,Tarjeta,0
2696,2025-05-16 00:00:00,249,136,2,Tarjeta,5
2697,2025-03-18 08:00:00,149,125,1,Bizum,5
2698,2025-07-26 13:00:00,101,16,4,Bizum,0
2699,2025-02-27 16:00:00,355,50,1,Tarjeta,0
2700,2025-10-08 11:00:00,455,85,2,Bizum,0
2701,2025-12-23 02:00:00,481,31,3,Tarjeta,15
2702,2025-05-25 17:00:00,355,16,1,Efectivo,0
2703,2025-11-19 11:00:00,168,144,2,Tarjeta,0
2704,2025-11-06 12:00:00,234,147,2,Tarjeta,0
2705,2025-09-09 13:00:00,101,59,2,Bizum,15
2706,2025-11-10 09:00:00,165,79,1,Tarjeta,0
2707,2025-10-05 19:00:00,250,4,2,Tarjeta,5
2708,2025-04-14 17:00:00,319,35,2,Tarjeta,15
2709,2025-09-18 17:00:00,452,87,2,Bizum,5
2710,2025-04-08 00:00:00,440,57,3,Tarjeta,20
2711,2025-04-18 21:00:00,57,126,3,Tarjeta,0
2712,2025-07-22 23:00:00,230,24,2,Cheque regalo,5
2713,2025-11-22 12:00:00,480,150,3,Bizum,0
2714,2025-10-29 03:00:00,32,55,4,Tarjeta,10
2715,2025-02-09 15:00:00,165,57,4,Tarjeta,20
2716,2025-02-28 16:00:00,437,72,3,Bizum,5
2717,2025-09-20 08:00:00,303,109,2,Cheque regalo,0
2718,2025-06-15 18:00:00,432,44,4,Bizum,0
2719,2025-12-05 02:00:00,355,102,3,Tarjeta,0
2720,2025-01-19 17:00:00,284,141,2,Bizum,0
2721,2025-01-30 21:00:00,376,29,1,Tarjeta,0
2722,2025-04-24 06:00:00,16,72,3,Tarjeta,0
2723,2025-04-05 11:00:00,206,20,2,Tarjeta,10
2724,2025-11-27 08:00:00,267,77,3,Tarjeta,5
2725,2025-06-16 07:00:00,12,47,2,Bizum,10
2726,2025-01-02 02:00:00,114,123,3,Tarjeta,0
2727,2025-03-26 02:00:00,450,128,2,Efectivo,0
2728,2025-03-13 18:00:00,267,11,1,Tarjeta,0
2729,2025-04-18 14:00:00,206,114,3,Tarjeta,5
2730,2025-09-04 05:00:00,3,2,3,Tarjeta,5
2731,2025-01-30 19:00:00,107,22,2,Efectivo,0
2732,2025-04-02 10:00:00,431,30,1,Efectivo,5
2733,2025-07-05 00:00:00,316,47,2,Bizum,0
2734,2025-04-12 06:00:00,203,7,4,Efectivo,0
2735,2025-06-30 03:00:00,188,116,3,Tarjeta,5
2736,2025-08-03 20:00:00,431,76,2,Bizum,5
2737,2025-06-24 14:00:00,300,139,2,Tarjeta,10
2738,2025-08-01 03:00:00,164,69,4,Tarjeta,5
2739,2025-11-29 20:00:00,215,15,1,Bizum,5
2740,2025-01-08 08:00:00,235,93,3,Bizum,5
2741,2025-07-01 21:00:00,373,149,3,Bizum,10
2742,2025-06-14 22:00:00,306,84,4,Tarjeta,15
2743,2025-05-08 02:00:00,430,95,3,Bizum,0
2744,2025-10-28 02:00:00,18,30,2,Tarjeta,0
2745,2025-02-01 11:00:00,272,12,2,Tarjeta,0
2746,2025-05-30 22:00:00,473,115,1,Bizum,5
2747,2025-11-06 13:00:00,59,75,2,Tarjeta,0
2748,2025-08-18 02:00:00,449,19,1,Tarjeta,5
2749,2025-08-20 22:00:00,308,59,2,Tarjeta,0
2750,2025-04-10 18:00:00,168,131,2,Tarjeta,0
2751,2025-07-11 14:00:00,457,105,3,Tarjeta,0
2752,2025-09-06 17:00:00,83,110,1,Efectivo,15
2753,2025-09-11 15:00:00,34,17,1,Tarjeta,10
2754,2025-06-07 11:00:00,303,109,5,Tarjeta,0
2755,2025-10-14 22:00:00,495,116,3,Tarjeta,0
2756,2025-03-08 16:00:00,59,6,2,Tarjeta,0
2757,2025-09-27 13:00:00,223,128,2,Tarjeta,10
2758,2025-01-24 11:00:00,148,100,1,Tarjeta,0
2759,2025-09-23 18:00:00,329,139,1,Tarjeta,0
2760,2025-10-03 19:00:00,132,14,2,Tarjeta,0
2761,2025-07-28 11:00:00,423,69,2,Efectivo,0
2762,2025-05-09 09:00:00,355,94,3,Tarjeta,0
2763,2025-11-16 05:00:00,334,121,2,Bizum,0
2764,2025-08-25 07:00:00,99,46,3,Tarjeta,10
2765,2025-09-21 20:00:00,202,82,1,Tarjeta,5
2766,2025-04-11 21:00:00,206,33,1,Efectivo,0
2767,2025-04-15 07:00:00,203,122,3,Bizum,5
2768,2025-07-25 15:00:00,146,66,2,Tarjeta,5
2769,2025-06-14 13:00:00,340,64,4,Tarjeta,5
2770,2025-02-22 18:00:00,419,130,3,Tarjeta,5
2771,2025-11-21 15:00:00,277,14,3,Tarjeta,0
2772,2025-03-27 02:00:00,440,72,1,Tarjeta,10
2773,2025-03-08 21:00:00,64,150,4,Efectivo,0
2774,2025-07-27 23:00:00,335,49,3,Bizum,0
2775,2025-03-11 03:00:00,154,34,3,Efectivo,0
2776,2025-03-05 03:00:00,157,112,3,Tarjeta,5
2777,2025-04-19 13:00:00,486,2,3,Tarjeta,15
2778,2025-04-09 21:00:00,11,9,1,Tarjeta,0
2779,2025-04-09 15:00:00,30,83,1,Bizum,0
2780,2025-05-20 00:00:00,439,37,2,Bizum,20
2781,2025-02-12 08:00:00,307,128,1,Cheque regalo,15
2782,2025-04-06 23:00:00,247,124,3,Bizum,0
2783,2025-03-28 14:00:00,410,123,5,Efectivo,20
2784,2025-03-23 02:00:00,247,29,2,Tarjeta,0
2785,2025-12-07 00:00:00,209,38,2,Bizum,5
2786,2025-03-26 20:00:00,442,120,2,Tarjeta,0
2787,2025-08-23 07:00:00,294,59,4,Tarjeta,15
2788,2025-10-27 03:00:00,239,18,2,Bizum,0
2789,2025-10-29 00:00:00,202,84,1,Tarjeta,0
2790,2025-03-22 18:00:00,22,52,3,Bizum,0
2791,2025-02-27 08:00:00,168,84,1,Tarjeta,5
2792,2025-01-24 00:00:00,261,95,4,Tarjeta,5
2793,2025-02-05 20:00:00,357,14,2,Tarjeta,0
2794,2025-07-13 00:00:00,378,10,2,Tarjeta,10
2795,2025-05-29 09:00:00,270,83,3,Bizum,0
2796,2025-07-22 05:00:00,457,15,1,Tarjeta,10
2797,2025-02-04 17:00:00,319,137,2,Tarjeta,5
2798,2025-06-23 21:00:00,69,128,3,Efectivo,0
2799,2025-11-01 16:00:00,424,96,2,Tarjeta,0
2800,2025-11-27 01:00:00,124,31,1,Tarjeta,0
2801,2025-12-09 00:00:00,399,77,3,Efectivo,15
2802,2025-03-02 04:00:00,470,45,2,Bizum,10
2803,2025-04-18 00:00:00,63,140,2,Tarjeta,10
2804,2025-08-29 21:00:00,165,29,1,Efectivo,0
2805,2025-10-15 22:00:00,30,143,1,Bizum,5
2806,2025-12-15 01:00:00,326,52,2,Tarjeta,10
2807,2025-05-20 10:00:00,240,9,4,Tarjeta,0
2808,2025-11-10 10:00:00,66,25,2,Tarjeta,20
2809,2025-05-13 15:00:00,263,58,2,Tarjeta,0
2810,2025-01-02 02:00:00,426,4,2,Tarjeta,0
2811,2025-09-17 22:00:00,200,132,1,Tarjeta,0
2812,2025-11-26 11:00:00,155,65,1,Efectivo,15
2813,2025-09-13 19:00:00,492,43,2,Bizum,0
2814,2025-02-16 15:00:00,491,67,2,Tarjeta,5
2815,2025-02-21 14:00:00,303,112,2,Efectivo,0
2816,2025-03-24 05:00:00,282,77,2,Tarjeta,15
2817,2025-02-27 14:00:00,152,83,3,Efectivo,0
2818,2025-09-20 11:00:00,169,106,2,Tarjeta,0
2819,2025-03-09 04:00:00,82,119,2,Efectivo,0
2820,2025-12-19 05:00:00,6,112,3,Tarjeta,0
2821,2025-12-15 04:00:00,100,126,2,Cheque regalo,5
2822,2025-02-21 22:00:00,326,23,3,Efectivo,0
2823,2025-01-19 02:00:00,410,113,2,Tarjeta,15
2824,2025-04-27 14:00:00,172,31,3,Tarjeta,0
2825,2025-05-06 17:00:00,40,116,3,Tarjeta,0
2826,2025-01-10 07:00:00,461,97,3,Tarjeta,0
2827,2025-06-05 03:00:00,47,78,1,Cheque regalo,10
2828,2025-07-11 20:00:00,180,7,3,Efectivo,0
2829,2025-03-29 05:00:00,202,146,3,Tarjeta,5
2830,2025-01-30 09:00:00,254,99,1,Tarjeta,15
2831,2025-09-07 02:00:00,79,112,2,Efectivo,5
2832,2025-04-10 14:00:00,180,123,3,Tarjeta,0
2833,2025-12-20 11:00:00,273,141,3,Efectivo,0
2834,2025-04-18 05:00:00,223,68,1,Tarjeta,0
2835,2025-04-11 23:00:00,345,84,3,Efectivo,0
2836,2025-03-17 06:00:00,25,129,2,Bizum,15
2837,2025-06-06 18:00:00,140,120,1,Bizum,0
2838,2025-10-15 22:00:00,169,49,1,Tarjeta,0
2839,2025-09-06 20:00:00,331,76,2,Cheque regalo,20
2840,2025-11-12 22:00:00,467,12,1,Cheque regalo,5
2841,2025-07-03 06:00:00,335,52,2,Cheque regalo,0
2842,2025-10-07 16:00:00,210,71,2,Tarjeta,15
2843,2025-01-09 03:00:00,377,44,1,Efectivo,10
2844,2025-07-19 08:00:00,435,27,3,Tarjeta,0
2845,2025-12-08 02:00:00,301,98,2,Tarjeta,0
2846,2025-05-21 23:00:00,345,12,2,Tarjeta,5
2847,2025-12-12 07:00:00,440,58,4,Efectivo,0
